YOR202W,add1,4/26/12,1,1,1
YOR202W,add1,4/26/12,1,2,5
YOR202W,add1,4/26/12,1,3,5
YOR202W,add1,4/26/12,1,4,1
YOR202W,add1,4/26/12,1,5,4
YOR202W,add1,4/26/12,1,6,1
YOR202W,add1,4/26/12,1,7,4
YOR202W,add1,4/26/12,1,8,4
YOR202W,add1,4/26/12,1,9,1
YOR202W,add1,4/26/12,1,10,3
YOR202W,add1,4/26/12,1,12,1
YOR202W,add1,4/26/12,1,13,1
YOR202W,add1,4/26/12,1,14,1
YOR202W,add1,4/26/12,1,15,5
YOR202W,add1,4/26/12,1,16,3
YOR202W,add1,4/26/12,1,17,5
YOR202W,add1,4/26/12,1,18,5
YOR202W,add1,4/26/12,1,19,3
YOR202W,add1,4/26/12,1,20,1
YOR202W,add1,4/26/12,1,21,1
YOR202W,add1,4/26/12,1,22,2
YOR202W,add1,4/26/12,1,23,1
YOR202W,add1,4/26/12,1,24,2
YOR202W,add1,4/26/12,2,1,4
YOR202W,add1,4/26/12,2,24,4
YOR202W,add1,4/26/12,3,1,1
YOR202W,add1,4/26/12,3,24,2
YOR202W,add1,4/26/12,4,1,0
YOR202W,add1,4/26/12,4,24,2
YOR202W,add1,4/26/12,5,1,0
YOR202W,add1,4/26/12,5,24,2
YOR202W,add1,4/26/12,6,1,5
YOR202W,add1,4/26/12,6,24,1
YOR202W,add1,4/26/12,7,1,1
YOR202W,add1,4/26/12,7,24,3
YOR202W,add1,4/26/12,8,1,0
YOR202W,add1,4/26/12,8,24,4
YOR202W,add1,4/26/12,9,1,1
YOR202W,add1,4/26/12,9,24,5
YOR202W,add1,4/26/12,10,1,4
YOR202W,add1,4/26/12,10,24,3
YOR202W,add1,4/26/12,11,1,4
YOR202W,add1,4/26/12,11,24,1
YOR202W,add1,4/26/12,12,1,4
YOR202W,add1,4/26/12,12,24,5
YOR202W,add1,4/26/12,13,1,5
YOR202W,add1,4/26/12,13,24,2
YOR202W,add1,4/26/12,14,1,4
YOR202W,add1,4/26/12,14,24,3
YOR202W,add1,4/26/12,15,1,4
YOR202W,add1,4/26/12,15,24,2
YOR202W,add1,4/26/12,16,1,4
YOR202W,add1,4/26/12,16,2,0
YOR202W,add1,4/26/12,16,3,0
YOR202W,add1,4/26/12,16,4,4
YOR202W,add1,4/26/12,16,5,0
YOR202W,add1,4/26/12,16,6,0
YOR202W,add1,4/26/12,16,7,0
YOR202W,add1,4/26/12,16,8,0
YOR202W,add1,4/26/12,16,9,4
YOR202W,add1,4/26/12,16,10,4
YOR202W,add1,4/26/12,16,11,5
YOR202W,add1,4/26/12,16,12,6
YOR202W,add1,4/26/12,16,13,5
YOR202W,add1,4/26/12,16,14,4
YOR202W,add1,4/26/12,16,15,4
YOR202W,add1,4/26/12,16,16,4
YOR202W,add1,4/26/12,16,17,5
YOR202W,add1,4/26/12,16,18,3
YOR202W,add1,4/26/12,16,19,3
YOR202W,add1,4/26/12,16,20,4
YOR202W,add1,4/26/12,16,21,3
YOR202W,add1,4/26/12,16,22,4
YOR202W,add1,4/26/12,16,23,3
YOR202W,add1,4/26/12,16,24,2
YOR202W,add4,4/26/12,1,1,5
YOR202W,add4,4/26/12,1,2,4
YOR202W,add4,4/26/12,1,3,5
YOR202W,add4,4/26/12,1,4,4
YOR202W,add4,4/26/12,1,5,0
YOR202W,add4,4/26/12,1,6,4
YOR202W,add4,4/26/12,1,7,0
YOR202W,add4,4/26/12,1,8,0
YOR202W,add4,4/26/12,1,9,0
YOR202W,add4,4/26/12,1,10,4
YOR202W,add4,4/26/12,1,11,4
YOR202W,add4,4/26/12,1,12,4
YOR202W,add4,4/26/12,1,13,0
YOR202W,add4,4/26/12,1,15,4
YOR202W,add4,4/26/12,1,16,3
