ORF,plate,date,row,col,class,score
YOL104C,12,12/09/11,11,21,1,6.22921
YOL003C,12,12/09/11,11,22,1,21.72234
YOL103W,12,12/09/11,11,23,1,26.11074
YOR069W,12,12/09/11,12,2,1,78.58134
YOR068C,12,12/09/11,12,4,1,108.78973
YOR182C,12,12/09/11,12,5,1,113.17719
YOR067C,12,12/09/11,12,6,1,82.52378
YOR178C,12,12/09/11,12,7,1,57.21614
YOR066W,12,12/09/11,12,8,1,62.66864
YOR065W,12,12/09/11,12,10,1,25.22766
YOR175C,12,12/09/11,12,11,1,53.37597
YOR064C,12,12/09/11,12,12,1,19.50080
YOR173W,12,12/09/11,12,13,1,65.17794
YOR062C,12,12/09/11,12,14,1,8.83354
YOR172W,12,12/09/11,12,15,1,76.96872
YOR061W,12,12/09/11,12,16,1,43.12805
YOR059C,12,12/09/11,12,18,1,8.72701
YOR170W,12,12/09/11,12,19,1,34.53262
YOR167C,12,12/09/11,12,21,1,26.89213
YOR166C,12,12/09/11,12,23,1,35.39134
YOL128C,12,12/09/11,13,3,1,80.03306
YOL028C,12,12/09/11,13,4,1,54.30166
YOL126C,12,12/09/11,13,5,1,3.44561
YOL027C,12,12/09/11,13,6,1,90.65999
YOL124C,12,12/09/11,13,7,1,63.59402
YOL025W,12,12/09/11,13,8,1,82.67090
YOL122C,12,12/09/11,13,9,1,79.92519
YOL024W,12,12/09/11,13,10,1,75.99742
YOL121C,12,12/09/11,13,11,1,107.84172
YOL020W,12,12/09/11,13,12,1,90.06420
YOL119C,12,12/09/11,13,13,1,90.76124
YOL118C,12,12/09/11,13,15,1,106.87492
YOL018C,12,12/09/11,13,16,1,72.68912
YOL117W,12,12/09/11,13,17,-1,-14.52120
YOL017W,12,12/09/11,13,18,1,89.59977
YOL116W,12,12/09/11,13,19,1,16.81203
YOL016C,12,12/09/11,13,20,1,55.44555
YOL015W,12,12/09/11,13,22,1,101.99349
YOL114C,12,12/09/11,13,23,1,60.63891
YOR084W,12,12/09/11,14,2,1,57.34726
YOR196C,12,12/09/11,14,3,1,51.09076
YOR083W,12,12/09/11,14,4,1,69.73544
YOR081C,12,12/09/11,14,8,1,68.92121
YOR080W,12,12/09/11,14,10,1,55.26344
YOR191W,12,12/09/11,14,11,1,31.87633
YOR078W,12,12/09/11,14,14,1,58.87901
YOR189W,12,12/09/11,14,15,1,64.72267
YOR076C,12,12/09/11,14,16,1,85.07416
YOR072W,12,12/09/11,14,18,1,69.07276
YOR186W,12,12/09/11,14,19,1,36.42725
YOR070C,12,12/09/11,14,22,1,67.68638
YOL044W,12,12/09/11,15,2,1,53.52419
YOL152W,12,12/09/11,15,3,1,67.28633
YOL043C,12,12/09/11,15,4,1,63.32532
YOL042W,12,12/09/11,15,6,1,18.39694
YOL150C,12,12/09/11,15,7,1,59.47271
YOL041C,12,12/09/11,15,8,1,58.10723
YOL147C,12,12/09/11,15,9,1,17.55064
YOL039W,12,12/09/11,15,10,1,24.71183
YOL141W,12,12/09/11,15,11,1,113.00284
YOL036W,12,12/09/11,15,14,1,97.46641
YOL137W,12,12/09/11,15,15,1,75.93928
YOL035C,12,12/09/11,15,16,1,19.88198
YOL136C,12,12/09/11,15,17,1,28.67854
YOL032W,12,12/09/11,15,18,1,6.03588
YOL132W,12,12/09/11,15,19,1,51.08758
YOL030W,12,12/09/11,15,22,1,4.03569
YOL129W,12,12/09/11,15,23,1,24.19405
YPL060W,13,12/11/11,2,2,1,73.16995
YPL170W,13,12/11/11,2,3,1,5.79791
YPL058C,13,12/11/11,2,4,1,72.61166
YPL168W,13,12/11/11,2,5,1,45.32410
YPL057C,13,12/11/11,2,6,1,58.66955
YPL167C,13,12/11/11,2,7,1,70.10347
YPL056C,13,12/11/11,2,8,1,58.43440
YPL166W,13,12/11/11,2,9,1,64.07403
YPL165C,13,12/11/11,2,11,1,65.06764
YPL054W,13,12/11/11,2,12,1,42.40470
YPL164C,13,12/11/11,2,13,1,6.07216
YPL053C,13,12/11/11,2,14,1,55.47315
YPL163C,13,12/11/11,2,15,1,41.87375
YPL052W,13,12/11/11,2,16,1,40.56864
YPL162C,13,12/11/11,2,17,1,58.66867
YPL051W,13,12/11/11,2,18,1,54.01529
YPL161C,13,12/11/11,2,19,1,42.77686
YPL048W,13,12/11/11,2,20,1,20.43805
YPL047W,13,12/11/11,2,22,-1,-20.61588
YPL157W,13,12/11/11,2,23,1,15.37763
YOR221C,13,12/11/11,3,2,1,64.23618
YOR327C,13,12/11/11,3,3,1,11.77541
YOR322C,13,12/11/11,3,7,1,52.06530
YOR321W,13,12/11/11,3,9,1,39.77868
YOR214C,13,12/11/11,3,10,1,31.54711
YOR320C,13,12/11/11,3,11,1,42.60468
YOR318C,13,12/11/11,3,13,1,45.64628
YOR317W,13,12/11/11,3,15,1,69.90539
YOR316C,13,12/11/11,3,17,1,70.76186
YOR208W,13,12/11/11,3,18,1,32.14532
YOR315W,13,12/11/11,3,19,1,22.08407
YOR197W,13,12/11/11,3,22,1,54.87368
YOR313C,13,12/11/11,3,23,1,33.38406
YPL074W,13,12/11/11,4,2,1,56.67722
YPL183C,13,12/11/11,4,3,1,47.73841
YPL073C,13,12/11/11,4,4,1,65.10218
YPL071C,13,12/11/11,4,6,1,43.77736
YPL181W,13,12/11/11,4,7,1,18.28690
YPL069C,13,12/11/11,4,10,1,50.69436
YPL179W,13,12/11/11,4,11,1,16.82265
YPL068C,13,12/11/11,4,12,1,47.24282
YPL178W,13,12/11/11,4,13,-1,-21.22276
YPL067C,13,12/11/11,4,14,1,42.84020
YPL177C,13,12/11/11,4,15,1,25.20949
YPL176C,13,12/11/11,4,17,1,53.33005
YPL064C,13,12/11/11,4,18,1,70.74175
YPL062W,13,12/11/11,4,20,1,79.96802
YPL172C,13,12/11/11,4,21,1,16.60037
YPL061W,13,12/11/11,4,22,1,67.27477
YPL171C,13,12/11/11,4,23,1,49.11320
YOR347C,13,12/11/11,5,5,1,37.46750
YOR344C,13,12/11/11,5,9,1,49.56202
YOR343C,13,12/11/11,5,11,1,98.45246
YOR227W,13,12/11/11,5,14,-1,-10.46771
YOR339C,13,12/11/11,5,15,1,54.16843
YOR338W,13,12/11/11,5,17,-1,-6.62625
YOR225W,13,12/11/11,5,18,1,42.02079
YOR337W,13,12/11/11,5,19,1,49.88342
YOR328W,13,12/11/11,5,23,1,22.35356
YPL095C,13,12/11/11,6,2,1,88.65551
YPL196W,13,12/11/11,6,3,1,34.27695
YPL195W,13,12/11/11,6,5,-1,-4.78581
YPL091W,13,12/11/11,6,6,1,43.38129
YPL194W,13,12/11/11,6,7,1,37.47173
YPL090C,13,12/11/11,6,8,1,29.66646
YPL192C,13,12/11/11,6,9,1,48.46559
YPL089C,13,12/11/11,6,10,1,77.26068
YPL191C,13,12/11/11,6,11,1,8.73997
YPL088W,13,12/11/11,6,12,1,63.40776
YPL189W,13,12/11/11,6,13,1,83.14448
YPL187W,13,12/11/11,6,15,1,106.35509
YPL086C,13,12/11/11,6,16,1,5.84109
YPL186C,13,12/11/11,6,17,1,47.22554
YPL081W,13,12/11/11,6,18,1,60.65221
YPL185W,13,12/11/11,6,19,1,46.82739
YPL080C,13,12/11/11,6,20,1,20.07296
YPL184C,13,12/11/11,6,21,-1,-4.63394
YPL079W,13,12/11/11,6,22,1,70.33695
YPL183W-A,13,12/11/11,6,23,1,53.33666
YOR252W,13,12/11/11,7,2,-1,-5.27623
YOR247W,13,12/11/11,7,6,1,59.16344
YOR358W,13,12/11/11,7,7,1,70.12472
YOR357C,13,12/11/11,7,9,1,75.40297
YOR245C,13,12/11/11,7,10,1,16.04888
YOR356W,13,12/11/11,7,11,1,20.69804
YOR355W,13,12/11/11,7,13,1,4.76358
YOR352W,13,12/11/11,7,17,1,33.34357
YOR350C,13,12/11/11,7,21,-1,-9.91844
YOR235W,13,12/11/11,7,22,1,112.37733
YOR349W,13,12/11/11,7,23,1,46.56515
YPL108W,13,12/11/11,8,2,1,12.52134
YPL208W,13,12/11/11,8,3,1,39.68952
YPL107W,13,12/11/11,8,4,1,45.54944
YPL207W,13,12/11/11,8,5,1,28.40002
YPL106C,13,12/11/11,8,6,1,96.65088
YPL206C,13,12/11/11,8,7,1,46.00672
YPL105C,13,12/11/11,8,8,1,52.18231
YPL205C,13,12/11/11,8,9,1,44.37901
YPL203W,13,12/11/11,8,11,1,50.34768
YPL102C,13,12/11/11,8,12,1,79.78038
YPL202C,13,12/11/11,8,13,1,21.71785
YPL101W,13,12/11/11,8,14,1,38.24598
YPL201C,13,12/11/11,8,15,1,37.19143
YPL100W,13,12/11/11,8,16,1,56.98419
YPL099C,13,12/11/11,8,18,-1,-10.21244
YPL199C,13,12/11/11,8,19,1,72.61159
YPL198W,13,12/11/11,8,21,1,55.40176
YPL197C,13,12/11/11,8,23,1,1.52812
YOR378W,13,12/11/11,9,3,1,83.65571
YOR377W,13,12/11/11,9,5,1,52.37671
YOR376W,13,12/11/11,9,7,1,34.75147
YOR375C,13,12/11/11,9,9,1,17.60631
YOR374W,13,12/11/11,9,11,1,31.71593
YOR371C,13,12/11/11,9,13,1,16.20233
YOR367W,13,12/11/11,9,17,1,14.65736
YOR364W,13,12/11/11,9,21,1,49.44281
YPL121C,13,12/11/11,10,2,1,57.50218
YPL225W,13,12/11/11,10,3,1,49.96588
YPL120W,13,12/11/11,10,4,1,56.80724
YPL224C,13,12/11/11,10,5,-1,-0.43401
YPL119C,13,12/11/11,10,6,1,6.58652
YPL223C,13,12/11/11,10,7,1,24.06072
YPL116W,13,12/11/11,10,8,1,40.70520
YPL222W,13,12/11/11,10,9,-1,-13.26175
YPL115C,13,12/11/11,10,10,1,38.69888
YPL221W,13,12/11/11,10,11,1,23.13913
YPL114W,13,12/11/11,10,12,1,35.98851
YPL220W,13,12/11/11,10,13,1,50.68461
YPL113C,13,12/11/11,10,14,-1,-20.83808
YPL112C,13,12/11/11,10,16,1,78.21819
YPL216W,13,12/11/11,10,17,1,48.84183
YPL214C,13,12/11/11,10,19,1,103.18104
YPL110C,13,12/11/11,10,20,1,26.09621
YPL213W,13,12/11/11,10,21,1,52.50677
YPL109C,13,12/11/11,10,22,1,71.15696
YPL008W,13,12/11/11,11,3,1,38.52416
YPL004C,13,12/11/11,11,5,1,19.13260
YPL001W,13,12/11/11,11,9,1,69.01226
YOR280C,13,12/11/11,11,10,1,35.04835
YOR385W,13,12/11/11,11,13,1,55.84158
YOR384W,13,12/11/11,11,15,1,60.20102
YOR383C,13,12/11/11,11,17,1,27.20245
YOR382W,13,12/11/11,11,19,1,2.94296
YOR381W,13,12/11/11,11,21,1,5.88243
YOR273C,13,12/11/11,11,22,1,2.85850
YOR380W,13,12/11/11,11,23,1,5.72294
YPL139C,13,12/11/11,12,2,1,67.51661
YPL245W,13,12/11/11,12,3,1,25.27585
YPL244C,13,12/11/11,12,5,1,1.18328
YPL137C,13,12/11/11,12,6,1,13.37005
YPL241C,13,12/11/11,12,7,1,66.72264
YPL136W,13,12/11/11,12,8,1,57.67671
YPL240C,13,12/11/11,12,9,1,9.04134
YPL135W,13,12/11/11,12,10,-1,-9.53104
YPL236C,13,12/11/11,12,13,1,65.68106
YPL133C,13,12/11/11,12,14,1,18.81696
YPL232W,13,12/11/11,12,15,1,71.28904
YPL230W,13,12/11/11,12,17,1,36.82633
YPL127C,13,12/11/11,12,18,1,34.79503
YPL229W,13,12/11/11,12,19,1,11.68028
YPL125W,13,12/11/11,12,20,1,64.53793
YPL227C,13,12/11/11,12,21,-1,-16.07248
YPL123C,13,12/11/11,12,22,1,28.81161
YPL226W,13,12/11/11,12,23,1,65.48229
YPL026C,13,12/11/11,13,3,1,61.22837
YOR299W,13,12/11/11,13,4,1,32.80591
YPL025C,13,12/11/11,13,5,1,36.59858
YOR298W,13,12/11/11,13,6,1,62.77368
YPL024W,13,12/11/11,13,7,1,26.05015
YOR298C-A,13,12/11/11,13,8,1,69.16513
YOR292C,13,12/11/11,13,16,1,1.16002
YOR291W,13,12/11/11,13,18,1,61.30286
YPL009C,13,12/11/11,13,23,1,56.89171
YPL156C,13,12/11/11,14,2,-1,-7.62708
YPL260W,13,12/11/11,14,3,1,48.63399
YPL155C,13,12/11/11,14,4,-1,-0.21766
YPL259C,13,12/11/11,14,5,1,14.54861
YPL154C,13,12/11/11,14,6,-1,-7.15419
YPL258C,13,12/11/11,14,7,1,55.02842
YPL152W,13,12/11/11,14,8,1,45.74960
YPL257W,13,12/11/11,14,9,1,61.23165
YPL150W,13,12/11/11,14,10,1,22.57095
YPL256C,13,12/11/11,14,11,1,7.97719
YPL253C,13,12/11/11,14,13,-1,-5.55401
YPL250C,13,12/11/11,14,15,1,83.22473
YPL145C,13,12/11/11,14,16,1,47.77013
YPL249C,13,12/11/11,14,17,-1,-10.85559
YPL144W,13,12/11/11,14,18,1,101.44884
YPL248C,13,12/11/11,14,19,-1,-4.74345
YPL141C,13,12/11/11,14,20,1,55.31189
YPL247C,13,12/11/11,14,21,-1,-5.44123
YPL140C,13,12/11/11,14,22,1,0.12386
YPL246C,13,12/11/11,14,23,1,3.99395
YPL046C,13,12/11/11,15,3,1,49.12269
YPL041C,13,12/11/11,15,5,-1,-6.19397
YOR309C,13,12/11/11,15,6,1,74.19080
YPL039W,13,12/11/11,15,7,1,17.09798
YOR308C,13,12/11/11,15,8,1,30.62893
YPL038W,13,12/11/11,15,9,1,29.55482
YOR307C,13,12/11/11,15,10,1,24.42332
YPL033C,13,12/11/11,15,17,1,72.35786
YPL030W,13,12/11/11,15,21,1,27.88046
YPL027W,13,12/11/11,15,23,1,62.05741
YFL013C,14,12/11/11,2,3,1,57.50321
YGL042C,14,12/11/11,2,4,1,5.55658
YFL012W,14,12/11/11,2,5,1,80.69669
YBR078W,14,12/11/11,2,6,1,46.61839
YFL010W-A,14,12/11/11,2,7,1,42.82574
YJL177W,14,12/11/11,2,8,1,74.44111
YGR122W,14,12/11/11,2,10,-1,-17.98432
YFL007W,14,12/11/11,2,11,1,28.41915
YGR068C,14,12/11/11,2,12,1,58.38511
YFL004W,14,12/11/11,2,13,1,21.59563
YGR067C,14,12/11/11,2,14,1,25.46995
YFL003C,14,12/11/11,2,15,1,50.62988
YFL001W,14,12/11/11,2,17,1,22.15533
YGR055W,14,12/11/11,2,18,1,74.77038
YGR254W,14,12/11/11,2,21,1,93.20410
YGL063W,14,12/11/11,2,22,1,99.28950
YGR122C-A,14,12/11/11,2,23,1,69.89541
YPL274W,14,12/11/11,3,2,1,62.99123
YPR120C,14,12/11/11,3,3,1,8.17379
YPL273W,14,12/11/11,3,4,1,28.38720
YPR119W,14,12/11/11,3,5,1,52.97581
YPL272C,14,12/11/11,3,6,1,44.83597
YPR117W,14,12/11/11,3,7,1,46.95627
YPL269W,14,12/11/11,3,10,1,53.41564
YPR114W,14,12/11/11,3,11,1,96.92215
YPL267W,14,12/11/11,3,12,1,22.35374
YPR111W,14,12/11/11,3,13,1,94.55596
YPL265W,14,12/11/11,3,14,1,29.46955
YPR109W,14,12/11/11,3,15,1,49.63789
YPL264C,14,12/11/11,3,16,1,6.82778
YPR106W,14,12/11/11,3,17,1,37.12781
YPL263C,14,12/11/11,3,18,1,41.04132
YPL262W,14,12/11/11,3,20,1,31.64642
YPR097W,14,12/11/11,3,21,1,34.16137
YPR096C,14,12/11/11,3,23,1,75.35691
YOR155C,14,12/11/11,4,2,1,70.71783
YGL096W,14,12/11/11,4,3,1,25.79517
YOR054C,14,12/11/11,4,4,1,9.18661
YGL094C,14,12/11/11,4,5,1,19.38281
YNL180C,14,12/11/11,4,6,1,40.87132
YGL037C,14,12/11/11,4,7,1,101.72455
YNL042W,14,12/11/11,4,8,1,56.03590
YKL087C,14,12/11/11,4,10,1,45.21816
YGR292W,14,12/11/11,4,11,1,43.57987
YGR291C,14,12/11/11,4,13,1,51.02992
YAL048C,14,12/11/11,4,14,1,24.64027
YGR289C,14,12/11/11,4,15,1,61.59948
YGR276C,14,12/11/11,4,17,1,96.37999
YOR220W,14,12/11/11,4,18,1,65.49444
YGR273C,14,12/11/11,4,19,1,43.77687
YOR180C,14,12/11/11,4,20,1,60.19105
YGR272C,14,12/11/11,4,21,1,66.77898
YOR179C,14,12/11/11,4,22,1,28.08512
YPR134W,14,12/11/11,5,3,1,58.84822
YPR132W,14,12/11/11,5,5,1,61.00300
YPR009W,14,12/11/11,5,6,1,56.05227
YPR130C,14,12/11/11,5,7,1,68.86692
YPR129W,14,12/11/11,5,9,1,28.17760
YPR007C,14,12/11/11,5,10,1,51.89604
YPR128C,14,12/11/11,5,11,1,98.16126
YPR006C,14,12/11/11,5,12,1,35.56070
YPR127W,14,12/11/11,5,13,1,101.19000
YPR126C,14,12/11/11,5,15,1,8.40581
YPR004C,14,12/11/11,5,16,1,97.16172
YPR125W,14,12/11/11,5,17,-1,-8.24218
YPR123C,14,12/11/11,5,19,1,44.32971
YPR002W,14,12/11/11,5,20,-1,-1.24087
YPR122W,14,12/11/11,5,21,1,83.49885
YPR001W,14,12/11/11,5,22,1,53.32539
YPR121W,14,12/11/11,5,23,1,23.14475
YOR158W,14,12/11/11,6,2,1,40.49572
YIR004W,14,12/11/11,6,3,1,30.93676
YDR033W,14,12/11/11,6,4,1,76.00560
YIL158W,14,12/11/11,6,5,1,38.96940
YDR032C,14,12/11/11,6,6,1,50.60096
YIL151C,14,12/11/11,6,7,1,54.85288
YIL136W,14,12/11/11,6,9,1,54.41612
YDR030C,14,12/11/11,6,10,1,45.95424
YIL131C,14,12/11/11,6,11,1,60.94046
YDR029W,14,12/11/11,6,12,1,26.75898
YIL122W,14,12/11/11,6,13,1,1.52909
YDR026C,14,12/11/11,6,14,1,23.44777
YIL111W,14,12/11/11,6,15,1,38.70089
YAL046C,14,12/11/11,6,16,1,25.07437
YIL102C,14,12/11/11,6,17,1,40.75020
YLR227C,14,12/11/11,6,18,1,55.91142
YKR104W,14,12/11/11,6,20,1,41.10390
YIL085C,14,12/11/11,6,21,1,41.74133
YDR046C,14,12/11/11,6,22,1,66.86244
YMR074C,14,12/11/11,6,23,1,50.49741
YPR028W,14,12/11/11,7,2,1,27.11215
YPR152C,14,12/11/11,7,3,-1,-9.39577
YPR027C,14,12/11/11,7,4,1,8.22934
YPR150W,14,12/11/11,7,5,1,33.96403
YPR026W,14,12/11/11,7,6,1,31.65078
YPR149W,14,12/11/11,7,7,1,54.87462
YPR148C,14,12/11/11,7,9,1,72.47412
YPR023C,14,12/11/11,7,10,-1,-18.80320
YPR147C,14,12/11/11,7,11,1,69.64389
YPR022C,14,12/11/11,7,12,1,50.68338
YPR146C,14,12/11/11,7,13,1,21.36107
YPR020W,14,12/11/11,7,14,1,53.53896
YPR145W,14,12/11/11,7,15,1,61.82842
YPR018W,14,12/11/11,7,16,1,56.54098
YPR141C,14,12/11/11,7,17,1,22.27395
YPR140W,14,12/11/11,7,19,1,32.58767
YPR015C,14,12/11/11,7,20,1,74.14518
YPR138C,14,12/11/11,7,21,1,63.88670
YPR014C,14,12/11/11,7,22,1,87.75244
YPR135W,14,12/11/11,7,23,1,42.89646
YDR043C,14,12/11/11,8,2,1,11.76015
YLR455W,14,12/11/11,8,3,1,7.34791
YDR042C,14,12/11/11,8,4,1,32.90561
YJR066W,14,12/11/11,8,5,1,39.71259
YDR036C,14,12/11/11,8,6,1,68.48035
YJR044C,14,12/11/11,8,7,1,57.41958
YDR035W,14,12/11/11,8,8,1,14.82230
YJR039W,14,12/11/11,8,9,-1,-7.22085
YJL103C,14,12/11/11,8,11,1,16.98289
YPR039W,14,12/11/11,8,12,-1,-1.22293
YJL029C,14,12/11/11,8,13,1,87.17277
YPL072W,14,12/11/11,8,14,1,46.40530
YNL086W,14,12/11/11,8,15,1,55.55087
YPL035C,14,12/11/11,8,16,1,37.55291
YPL015C,14,12/11/11,8,18,1,57.31266
YNL047C,14,12/11/11,8,19,1,32.29275
YNL014W,14,12/11/11,8,21,1,77.60507
YMR194C-A,14,12/11/11,8,22,1,26.88503
YNL011C,14,12/11/11,8,23,1,59.05540
YPR045C,14,12/11/11,9,2,1,86.51459
YPR171W,14,12/11/11,9,3,1,62.20078
YPR043W,14,12/11/11,9,6,1,102.88633
YPR167C,14,12/11/11,9,7,1,33.00460
YPR042C,14,12/11/11,9,8,1,46.20233
YPR164W,14,12/11/11,9,9,1,73.06461
YPR040W,14,12/11/11,9,10,1,10.06398
YPR160W,14,12/11/11,9,11,1,9.69816
YPR038W,14,12/11/11,9,12,1,59.60237
YPR158W,14,12/11/11,9,13,1,11.06390
YPR037C,14,12/11/11,9,14,1,67.94554
YPR157W,14,12/11/11,9,15,1,40.45677
YPR032W,14,12/11/11,9,16,1,63.44170
YPR156C,14,12/11/11,9,17,1,32.95313
YPR031W,14,12/11/11,9,18,1,57.77064
YPR155C,14,12/11/11,9,19,1,39.39479
YPR030W,14,12/11/11,9,20,1,79.03446
YPR154W,14,12/11/11,9,21,1,77.93511
YPR029C,14,12/11/11,9,22,1,53.95916
YPR153W,14,12/11/11,9,23,1,60.06203
YMR165C,14,12/11/11,10,3,1,8.92345
YML112W,14,12/11/11,10,4,1,55.52454
YMR119W,14,12/11/11,10,5,1,28.68397
YML111W,14,12/11/11,10,6,1,78.29627
YMR118C,14,12/11/11,10,7,1,49.46198
YLR238W,14,12/11/11,10,8,1,66.33299
YOR125C,14,12/11/11,10,9,1,16.40797
YBR095C,14,12/11/11,10,10,-1,-6.91928
YOL153C,14,12/11/11,10,11,1,40.44033
YBR086C,14,12/11/11,10,12,1,29.31863
YOL073C,14,12/11/11,10,13,1,73.57868
YBR085W,14,12/11/11,10,14,1,40.84994
YNR044W,14,12/11/11,10,15,1,34.06561
YBR082C,14,12/11/11,10,16,1,104.50858
YNR033W,14,12/11/11,10,17,1,12.26212
YBR075W,14,12/11/11,10,18,1,22.26246
YNL284C,14,12/11/11,10,19,1,13.33022
YNL147W,14,12/11/11,10,21,1,36.03409
YBR020W,14,12/11/11,10,22,1,41.68959
YNL111C,14,12/11/11,10,23,1,47.67093
YPR193C,14,12/11/11,11,3,1,4.85515
YPR060C,14,12/11/11,11,4,1,21.76699
YPR192W,14,12/11/11,11,5,1,27.81291
YPR059C,14,12/11/11,11,6,1,37.54771
YPR191W,14,12/11/11,11,7,1,34.88560
YPR189W,14,12/11/11,11,9,1,3.06656
YPR188C,14,12/11/11,11,11,1,80.95642
YPR054W,14,12/11/11,11,12,1,50.19851
YPR185W,14,12/11/11,11,13,1,27.27867
YPR053C,14,12/11/11,11,14,1,57.81075
YPR184W,14,12/11/11,11,15,1,72.27557
YPR052C,14,12/11/11,11,16,1,107.45648
YPR179C,14,12/11/11,11,17,1,74.94528
YPR174C,14,12/11/11,11,19,1,102.23526
YPR050C,14,12/11/11,11,20,1,40.62939
YPR173C,14,12/11/11,11,21,-1,-2.60685
YPR046W,14,12/11/11,11,22,1,30.70802
YBL103C,14,12/11/11,12,2,1,2.08486
YNL109W,14,12/11/11,12,3,1,37.22487
YAL024C,14,12/11/11,12,4,1,34.04554
YNL096C,14,12/11/11,12,5,1,14.82167
YDR271C,14,12/11/11,12,6,1,107.84837
YOR379C,14,12/11/11,12,7,-1,-5.08336
YDR269C,14,12/11/11,12,8,1,80.12157
YOR366W,14,12/11/11,12,9,1,80.80355
YDR242W,14,12/11/11,12,10,1,68.47662
YOR345C,14,12/11/11,12,11,1,36.49850
YDL074C,14,12/11/11,12,12,1,94.55892
YOR333C,14,12/11/11,12,13,1,36.96758
YCR107W,14,12/11/11,12,14,1,73.11056
YOR325W,14,12/11/11,12,15,1,15.72277
YBR299W,14,12/11/11,12,16,-1,-12.42580
YBR165W,14,12/11/11,12,18,1,2.85857
YOR306C,14,12/11/11,12,19,1,31.61756
YBR118W,14,12/11/11,12,20,1,64.57870
YOR300W,14,12/11/11,12,21,1,37.36609
YPR074C,14,12/11/11,13,2,-1,-0.96650
YJL082W,14,12/11/11,13,3,1,32.50123
YPR073C,14,12/11/11,13,4,1,44.18831
YHR008C,14,12/11/11,13,7,1,26.86930
YPR201W,14,12/11/11,13,9,1,74.09876
YPR200C,14,12/11/11,13,11,1,13.79152
YPR068C,14,12/11/11,13,12,1,30.30869
YPR199C,14,12/11/11,13,13,1,38.27604
YPR198W,14,12/11/11,13,15,1,60.71887
YPR065W,14,12/11/11,13,16,1,37.86701
YPR197C,14,12/11/11,13,17,1,44.53033
YPR064W,14,12/11/11,13,18,1,53.15225
YPR196W,14,12/11/11,13,19,1,7.77792
YPR063C,14,12/11/11,13,20,1,22.56989
YPR195C,14,12/11/11,13,21,1,75.37803
YPR062W,14,12/11/11,13,22,1,45.77601
YPR194C,14,12/11/11,13,23,1,50.19096
YER089C,14,12/11/11,14,2,1,95.29256
YPR151C,14,12/11/11,14,3,1,31.98115
YDR515W,14,12/11/11,14,4,1,28.24220
YPR118W,14,12/11/11,14,5,1,63.23262
YDR502C,14,12/11/11,14,6,1,74.35254
YPR091C,14,12/11/11,14,7,1,40.83058
YDR493W,14,12/11/11,14,8,1,111.92935
YPR083W,14,12/11/11,14,9,1,9.40952
YDR483W,14,12/11/11,14,10,1,70.58300
YPR021C,14,12/11/11,14,11,1,58.69860
YDR477W,14,12/11/11,14,12,1,54.23779
YPR011C,14,12/11/11,14,13,1,37.67383
YDR444W,14,12/11/11,14,14,1,7.46154
YPL158C,14,12/11/11,14,15,1,53.87550
YDR326C,14,12/11/11,14,16,1,12.92892
YML050W,14,12/11/11,14,17,1,58.11956
YDR290W,14,12/11/11,14,18,1,22.57867
YLR308W,14,12/11/11,14,19,1,37.17034
YFL063W,14,12/11/11,14,20,1,3.10658
YOL086C,14,12/11/11,14,21,1,26.28879
YFL033C,14,12/11/11,14,22,1,67.10641
YDR461W,14,12/11/11,14,23,1,44.27888
YPR095C,14,12/11/11,15,2,1,21.11008
YPR093C,14,12/11/11,15,4,1,26.26109
YPR092W,14,12/11/11,15,6,1,105.68401
YPR090W,14,12/11/11,15,8,1,59.08946
YNR041C,14,12/11/11,15,9,1,57.85097
YPR089W,14,12/11/11,15,10,1,26.82347
YJR034W,14,12/11/11,15,11,1,37.02480
YPR084W,14,12/11/11,15,12,1,61.18391
YPR079W,14,12/11/11,15,14,1,2.33762
YJL119C,14,12/11/11,15,15,1,64.84172
YPR078C,14,12/11/11,15,16,1,58.54765
YJL117W,14,12/11/11,15,17,1,107.55202
YPR076W,14,12/11/11,15,20,1,86.26481
YJL106W,14,12/11/11,15,21,1,30.79239
YPR075C,14,12/11/11,15,22,1,70.02786
YJL092W,14,12/11/11,15,23,1,37.37118
YBR030W,1,11/29/11,2,2,1,13.14022
YBR138C,1,11/29/11,2,3,1,29.61593
YBR028C,1,11/29/11,2,4,1,28.74009
YBR137W,1,11/29/11,2,5,1,24.13372
YBR027C,1,11/29/11,2,6,1,52.85149
YBR134W,1,11/29/11,2,7,1,42.59304
YBR026C,1,11/29/11,2,8,1,68.55391
YBR132C,1,11/29/11,2,9,1,38.67325
YBR025C,1,11/29/11,2,10,1,21.11810
YBR131W,1,11/29/11,2,11,1,2.00664
YBR130C,1,11/29/11,2,13,1,27.36609
YBR129C,1,11/29/11,2,15,1,48.29198
YBR022W,1,11/29/11,2,16,1,55.94024
YBR128C,1,11/29/11,2,17,1,32.76089
YBR020W,1,11/29/11,2,18,1,102.57516
YBR126C,1,11/29/11,2,19,1,105.66168
YBR019C,1,11/29/11,2,20,1,15.64506
YBR125C,1,11/29/11,2,21,1,60.46204
YBR018C,1,11/29/11,2,22,1,25.56033
YBR122C,1,11/29/11,2,23,1,52.68994
YAL017W,1,11/29/11,3,2,1,37.54700
YBL032W,1,11/29/11,3,3,1,109.38527
YAL015C,1,11/29/11,3,4,1,85.12523
YBL031W,1,11/29/11,3,5,1,48.28895
YAL014C,1,11/29/11,3,6,1,82.01478
